,User,Follows_Count,Language,Date_Tweet,Source_of_Tweet,Tweet,Hashtags,Place
4210,FamilyDroid,40,en,2010-06-19 23:54:28+00:00,Twitter Web Client,A Droid is an investment that brings unbelievable returns.  #CNET #WorldCup,"['CNET', 'WorldCup']",
4211,FamilyDroid,40,en,2010-06-19 23:54:27+00:00,Twitter Web Client,A Droid is an investment that brings unbelievable returns.  http://bit.ly/9dwjji #Startup #WorldCup,"['Startup', 'WorldCup']",
4212,VuvuzelaBR,44,en,2010-06-19 23:54:27+00:00,Twitter Web Client,@annecarolinned ==========&lt;() POOOOOOOOOOOOOOOOOOOOOOOOOONNN (by @vuvuzelaBR ) #TTBR #TT #BRA Brazil Brazil Brazil Brazil #WORLDCUP,"['TTBR', 'TT', 'BRA', 'WORLDCUP']",
4213,FamilyDroid,40,en,2010-06-19 23:54:26+00:00,Twitter Web Client,A Droid is an investment that brings unbelievable returns.  http://bit.ly/amkaJE #Downingstreet #WorldCup,"['Downingstreet', 'WorldCup']",
4214,FOXSportsHub,50670,en,2010-06-19 23:54:26+00:00,Twitter Web Client,#WorldCup on Fox: What Happened to Africa in Africa? http://is.gd/cVQnn,['WorldCup'],
4215,FamilyDroid,40,en,2010-06-19 23:54:25+00:00,Twitter Web Client,#WorldCup Buy Family Locator from DroidOmics. The best summer deal.  http://bit.ly/byrF96 #Nordstrom #Tedtalks #WorldCup,"['WorldCup', 'Nordstrom', 'Tedtalks', 'WorldCup']",
4216,FamilyDroid,40,en,2010-06-19 23:54:25+00:00,Twitter Web Client,#WorldCup Buy Family Locator from DroidOmics. The best summer deal.  http://bit.ly/amkaJE #GoogleNews #WorldCup,"['WorldCup', 'GoogleNews', 'WorldCup']",
4217,Fan_Face,33,en,2010-06-19 23:54:15+00:00,Twitter Web Client,"We're totally committed to Zhoosh! :) #WorldCup lingo, food & claps http://youtube.com/watch?v=dOYvWlbbxbQ from @cnni #rsa","['WorldCup', 'rsa']",
4218,VuvuzelaBR,44,en,2010-06-19 23:54:13+00:00,Twitter Web Client,@anacarolvieira ==========&lt;() POOOOOOOOOOOOOOOOOOOOOOOOOONNN (by @vuvuzelaBR ) #TTBR #TT #BRA Brazil Brazil Brazil Brazil #WORLDCUP,"['TTBR', 'TT', 'BRA', 'WORLDCUP']",
4219,ExtremeDroid,26,en,2010-06-19 23:54:09+00:00,Twitter Web Client,A Droid is an investment that brings unbelievable returns.  #Forbes #WorldCup,"['Forbes', 'WorldCup']",
4220,ExtremeDroid,26,en,2010-06-19 23:54:08+00:00,Twitter Web Client,Buy Family Locator from DroidOmics. The best summer deal.   http://bit.ly/bIHEWV #EU #WorldCup,"['EU', 'WorldCup']",
4221,ExtremeDroid,26,en,2010-06-19 23:54:08+00:00,Twitter Web Client,A Droid is an investment that brings unbelievable returns.  http://bit.ly/amkaJE #Downingstreet #WorldCup,"['Downingstreet', 'WorldCup']",
4222,amandarykoff,8838,en,2010-06-19 23:54:07+00:00,Hootsuite,@aglock It's actually more annoying than #WorldCup because these people don't know how to use them.,['WorldCup'],
4223,ExtremeDroid,26,en,2010-06-19 23:54:06+00:00,Twitter Web Client,#WorldCup Buy Family Locator from DroidOmics. The best summer deal.  http://bit.ly/byrF96 #Nordstrom #Reuters #WorldCup,"['WorldCup', 'Nordstrom', 'Reuters', 'WorldCup']",
4224,NotNowNigel,25695,en,2010-06-19 23:54:06+00:00,TweetDeck,@nicholleamddml Stop it #worldcup #dearda,"['worldcup', 'dearda']",
4225,ExtremeDroid,26,en,2010-06-19 23:54:05+00:00,Twitter Web Client,#WorldCup Buy Family Locator from DroidOmics. The best summer deal.  http://bit.ly/bHmKti #Google News #WorldCup,"['WorldCup', 'Google', 'WorldCup']",
4226,worldcupsoccer1,1,en,2010-06-19 23:54:02+00:00,Twitter Web Client,#worldcup : Hot and Sexy Fans at 2010 Wor... http://www.world-cup-soccer.us/4699/hot-and-sexy-fans-at-2010-world-cup-event-in-south-africa/,['worldcup'],
4227,VuvuzelaBR,44,en,2010-06-19 23:54:02+00:00,Twitter Web Client,@manolimaa ==========&lt;() POOOOOOOOOOOOOOOOOOOOOOOOOONNN (by @vuvuzelaBR ) #TTBR #TT #BRA Brazil Brazil Brazil Brazil #WORLDCUP,"['TTBR', 'TT', 'BRA', 'WORLDCUP']",
4228,chrisbaileywa,88,en,2010-06-19 23:53:59+00:00,Twitter Web Client,We just returned from Edmonds Arts Festival. I love fair food! Recovering on the couch. (watching #worldcup on DVR) :) #fb,"['worldcup', 'fb']",
4229,FOXSportsHub,50670,en,2010-06-19 23:53:56+00:00,Twitter Web Client,"#WorldCup on Fox: Day Nine Wrap. Beware the Dutch, Cameroon Bounced and Aussie Heroes. http://is.gd/cVQm6",['WorldCup'],
4230,charlotparis,310,en,2010-06-19 23:53:54+00:00,Twitter Web Client,Howdys y'all! Can't wait for the #ita #worldcup game tomorrow! Yayayayayay,"['ita', 'worldcup']",
4231,oreteki1207,11594,en,2010-06-19 23:53:52+00:00,ついっぷる　,#worldcup #aichi is not #haichi ！ #followme #followmeJP #sougofollow #followdaibosyu,"['worldcup', 'aichi', 'haichi', 'followme', 'followmeJP', 'sougofollow', 'followdaibosyu']",
4232,_brieuc,984,en,2010-06-19 23:53:49+00:00,Twitter Web Client,"@mediahunter every's going very well, coming back from Sth Africa 4 the #worldcup, love my job in Paris now & hope Sticky's going well too!",['worldcup'],
4233,VuvuzelaBR,44,en,2010-06-19 23:53:48+00:00,Twitter Web Client,@rafahjonas ==========&lt;() POOOOOOOOOOOOOOOOOOOOOOOOOONNN (by @vuvuzelaBR ) #TTBR #TT #BRA Brazil Brazil Brazil Brazil #WORLDCUP,"['TTBR', 'TT', 'BRA', 'WORLDCUP']",
4234,marlins4life,680,en,2010-06-19 23:53:47+00:00,Twitter Web Client,#Marlins Uggla and game umpires have put in ear plugs to block the sounds of the #WorldCup like horns that were given out tonight. @MLB #MLB,"['Marlins', 'WorldCup', 'MLB']",
4235,DavidEikme,58,en,2010-06-19 23:53:39+00:00,Twitter Web Client,FIFA World Cup #worldcup: Why Germany will win the w... http://netherlands.liveworldcupcoverage.info/91/why-germany-will-win-the-world-cup/,['worldcup'],
4236,TheRonaldoTeam,903826,en,2010-06-19 23:53:37+00:00,Twitpic,It's all about the focus. @Cristiano #por #worldcup http://twitpic.com/1y9m7y,"['por', 'worldcup']",
4237,maggiedo,1525,en,2010-06-19 23:53:36+00:00,Twitter Web Client,If American football players looked like soccer players more women would stay home N watch the game..good god those men are fine. #worldcup,['worldcup'],
4238,DroidTalks,52,en,2010-06-19 23:53:33+00:00,Twitter Web Client,A Droid is an investment that brings unbelievable returns.  #NyTimes #WorldCup,"['NyTimes', 'WorldCup']",
4239,DroidTalks,52,en,2010-06-19 23:53:32+00:00,Twitter Web Client,Buy Family Locator from DroidOmics. The best summer deal.   http://bit.ly/bIHEWV #Downingstreet #WorldCup,"['Downingstreet', 'WorldCup']",
4240,DroidTalks,52,en,2010-06-19 23:53:31+00:00,Twitter Web Client,A Droid is an investment that brings unbelievable returns.  http://bit.ly/bIHEWV #BP #WorldCup,"['BP', 'WorldCup']",
4241,DroidTalks,52,en,2010-06-19 23:53:31+00:00,Twitter Web Client,#WorldCup Buy Family Locator from DroidOmics. The best summer deal.  http://bit.ly/bHmKti #Walmart #CNET #WorldCup,"['WorldCup', 'Walmart', 'CNET', 'WorldCup']",
4242,VuvuzelaBR,44,en,2010-06-19 23:53:30+00:00,Twitter Web Client,@nathaliachebli ==========&lt;() POOOOOOOOOOOOOOOOOOOOOOOOOONNN (by @vuvuzelaBR ) #TTBR #TT #BRA Brazil Brazil Brazil Brazil #WORLDCUP,"['TTBR', 'TT', 'BRA', 'WORLDCUP']",
4243,DroidTalks,52,en,2010-06-19 23:53:30+00:00,Twitter Web Client,#WorldCup Buy Family Locator from DroidOmics. The best summer deal.  http://bit.ly/amkaJE #Google News #WorldCup,"['WorldCup', 'Google', 'WorldCup']",
4244,FindMeAFlight,235,en,2010-06-19 23:53:28+00:00,SocialOomph,http://bit.ly/-worldcup #JPN: One Chance to Win. One Small Chance. U Can Get Tickets #WC2010 #WorldCup http://flightsdiscounted.net/south-a,"['JPN', 'WC2010', 'WorldCup']",
4245,cpg_2008,73,en,2010-06-19 23:53:22+00:00,Twitter Web Client,A Droid is an investment that brings unbelievable returns.  #BP #WorldCup,"['BP', 'WorldCup']",
4246,cpg_2008,73,en,2010-06-19 23:53:21+00:00,Twitter Web Client,Buy Family Locator from DroidOmics. The best summer deal.   http://bit.ly/bIHEWV #Entrepreneur #WorldCup,"['Entrepreneur', 'WorldCup']",
4247,cpg_2008,73,en,2010-06-19 23:53:20+00:00,Twitter Web Client,Buy Family Locator from DroidOmics. The best summer deal.   http://bit.ly/bHmKti #Innovation #WorldCup,"['Innovation', 'WorldCup']",
4248,cpg_2008,73,en,2010-06-19 23:53:18+00:00,Twitter Web Client,#WorldCup Buy Family Locator from DroidOmics. The best summer deal.  http://bit.ly/bIHEWV #Macys #CNET #WorldCup,"['WorldCup', 'Macys', 'CNET', 'WorldCup']",
4249,cpg_2008,73,en,2010-06-19 23:53:14+00:00,Twitter Web Client,#WorldCup Buy Family Locator from DroidOmics. The best summer deal.  http://bit.ly/byrF96 #Tedtalks #WorldCup,"['WorldCup', 'Tedtalks', 'WorldCup']",
4250,TwalkyEvents,18,en,2010-06-19 23:53:08+00:00,Twalky,Fulltime Score: Ghana 1:1 Australia &gt;WorldCup created a Status @ Ghana vs... #twalky #worldcup #fb #gha #aus www.twalky.com/url/GyDyHH,"['twalky', 'worldcup', 'fb', 'gha', 'aus']","Place(fullName='Phokeng, South Africa', name='Phokeng', type='city', country='South Africa', countryCode='ZA')"
4251,DanialPawlowski,3,en,2010-06-19 23:52:58+00:00,Twitter Web Client,#worldcup Mini Lady Gaga. Just kidding. VIsit http://FreeMicrosoftPointz.com,['worldcup'],
4252,DroidChirp,51,en,2010-06-19 23:52:57+00:00,Twitter Web Client,Buy Family Locator from DroidOmics. The best summer deal.   #Reuters #WorldCup,"['Reuters', 'WorldCup']",
4253,mikeSOAL,918,en,2010-06-19 23:52:57+00:00,Twitter Web Client,"i love watching the #worldcup but man they cheated the USA yesterday n plus, the scoring is too low...considering all the ties!",['worldcup'],
4254,DroidChirp,51,en,2010-06-19 23:52:55+00:00,Twitter Web Client,A Droid is an investment that brings unbelievable returns.  http://bit.ly/9dwjji #EU #WorldCup,"['EU', 'WorldCup']",
4255,DroidChirp,51,en,2010-06-19 23:52:54+00:00,Twitter Web Client,#WorldCup Buy Family Locator from DroidOmics. The best summer deal.  http://bit.ly/9dwjji #Family #GoogleIO #WorldCup,"['WorldCup', 'Family', 'GoogleIO', 'WorldCup']",
4256,DroidChirp,51,en,2010-06-19 23:52:53+00:00,Twitter Web Client,#WorldCup Buy Family Locator from DroidOmics. The best summer deal.  http://bit.ly/bIHEWV #BP #WorldCup,"['WorldCup', 'BP', 'WorldCup']",
4257,shafiqmustapa,767,en,2010-06-19 23:52:43+00:00,Twitter Web Client,"#ned is pacing up, not like other euro team #worldcup #fb","['ned', 'worldcup', 'fb']",
4258,DroidAd,4,en,2010-06-19 23:52:37+00:00,Twitter Web Client,Buy Family Locator from DroidOmics. The best summer deal.   #Forbes #WorldCup,"['Forbes', 'WorldCup']",
4259,DroidAd,4,en,2010-06-19 23:52:37+00:00,Twitter Web Client,Buy Family Locator from DroidOmics. The best summer deal.   http://bit.ly/bHmKti #BP #WorldCup,"['BP', 'WorldCup']",
4260,theworldcup247,623,en,2010-06-19 23:52:37+00:00,BlogsFeedNet,#worldcup GUARDIAN: World Cup 2010 Fan&#x27;s Network preview: Brazil v Ivory Coast http://bit.ly/bkwO3d http://bit.ly/bDL2Dg,['worldcup'],
4261,DroidAd,4,en,2010-06-19 23:52:36+00:00,Twitter Web Client,A Droid is an investment that brings unbelievable returns.  http://bit.ly/bIHEWV #EU #WorldCup,"['EU', 'WorldCup']",
4262,DroidAd,4,en,2010-06-19 23:52:36+00:00,Twitter Web Client,#WorldCup Buy Family Locator from DroidOmics. The best summer deal.  http://bit.ly/amkaJE #Parenting #CNET #WorldCup,"['WorldCup', 'Parenting', 'CNET', 'WorldCup']",
4263,nwjerseyliz,11603,en,2010-06-19 23:52:35+00:00,Twitter Web Client,CNN has a #WorldCup page (http://www.cnn.com/SPECIALS/2010/worldcup/twitter.buzz/) but they only show Tweets from CNN staffers.  SMH,['WorldCup'],
4264,DroidAd,4,en,2010-06-19 23:52:35+00:00,Twitter Web Client,#WorldCup Buy Family Locator from DroidOmics. The best summer deal.  http://bit.ly/bIHEWV #GoogleNews #WorldCup,"['WorldCup', 'GoogleNews', 'WorldCup']",
4265,FindMeAFlight,235,en,2010-06-19 23:52:33+00:00,SocialOomph,http://bit.ly/-wc2010 Watch #SLO In The #WorldCup Final. Win Tickets & Flights #WC2010 http://flightsdiscounted.net/south-africa,"['SLO', 'WorldCup', 'WC2010']",
4266,SaraiJoli,27437,en,2010-06-19 23:52:29+00:00,Twitter Web Client,#DearDad if i ever catch u watching the #worldcup im roasting.,"['DearDad', 'worldcup']",
4267,ChrisHyacinthe,532,en,2010-06-19 23:52:28+00:00,TweetDeck,The U.S. has to face Brazil? Should be interesting... #worldcup,['worldcup'],
4268,cpgrant,33,en,2010-06-19 23:52:20+00:00,Twitter Web Client,Buy Family Locator from DroidOmics. The best summer deal.   #BP #WorldCup,"['BP', 'WorldCup']",
4269,cpgrant,33,en,2010-06-19 23:52:20+00:00,Twitter Web Client,A Droid is an investment that brings unbelievable returns.  http://bit.ly/9dwjji #Downingstreet #WorldCup,"['Downingstreet', 'WorldCup']",
4270,cpgrant,33,en,2010-06-19 23:52:19+00:00,Twitter Web Client,A Droid is an investment that brings unbelievable returns.  http://bit.ly/byrF96 #BP #WorldCup,"['BP', 'WorldCup']",
4271,lxalln,152,en,2010-06-19 23:52:19+00:00,Twitter Web Client,"And now for some tags, since I forgot them on all my tweets today. #jaguar #dogs #chilling #pub #mixgrill #nana #worldcup #xbox #tired #life","['jaguar', 'dogs', 'chilling', 'pub', 'mixgrill', 'nana', 'worldcup', 'xbox', 'tired', 'life']",
4272,cpgrant,33,en,2010-06-19 23:52:18+00:00,Twitter Web Client,#WorldCup Buy Family Locator from DroidOmics. The best summer deal.  http://bit.ly/9dwjji #Walmart #CNET #WorldCup,"['WorldCup', 'Walmart', 'CNET', 'WorldCup']",
4273,cpgrant,33,en,2010-06-19 23:52:17+00:00,Twitter Web Client,#WorldCup Buy Family Locator from DroidOmics. The best summer deal.  http://bit.ly/9dwjji #NyTimes #WorldCup,"['WorldCup', 'NyTimes', 'WorldCup']",
4274,Sport_Aholic,306,en,2010-06-19 23:52:15+00:00,twitterfeed,TV on PC: Watch World Cup Soccer on your pc. No hardware needed #worldcup #tv #fifa http://bit.ly/aQoLEK,"['worldcup', 'tv', 'fifa']",
4275,VuvuzelaBR,44,en,2010-06-19 23:52:14+00:00,Twitter Web Client,@lu_aguiar ==========&lt;() POOOOOOOOOOOOOOOOOOOOOOOOOONNN (by @vuvuzelaBR ) #TTBR #TT #BRA Brazil Brazil Brazil Brazil #WORLDCUP,"['TTBR', 'TT', 'BRA', 'WORLDCUP']",
4276,CloudDroid,5,en,2010-06-19 23:52:02+00:00,Twitter Web Client,A Droid is an investment that brings unbelievable returns.  http://bit.ly/bIHEWV #BP #WorldCup,"['BP', 'WorldCup']",
4277,CloudDroid,5,en,2010-06-19 23:52:01+00:00,Twitter Web Client,A Droid is an investment that brings unbelievable returns.  http://bit.ly/bHmKti #BP #WorldCup,"['BP', 'WorldCup']",
4278,CloudDroid,5,en,2010-06-19 23:52:00+00:00,Twitter Web Client,#WorldCup Buy Family Locator from DroidOmics. The best summer deal.  http://bit.ly/byrF96 #Nordstrom #GoogleNews #WorldCup,"['WorldCup', 'Nordstrom', 'GoogleNews', 'WorldCup']",
4279,WORLDCUPpeeps,148,en,2010-06-19 23:52:00+00:00,Twitter Web Client,Brazil and Italy look to shine http://FANpeeps.com/-7EYi #worldcup #ita,"['worldcup', 'ita']",
4280,CloudDroid,5,en,2010-06-19 23:51:59+00:00,Twitter Web Client,#WorldCup Buy Family Locator from DroidOmics. The best summer deal.  http://bit.ly/bIHEWV #Reuters #WorldCup,"['WorldCup', 'Reuters', 'WorldCup']",
4281,BizDroid,29,en,2010-06-19 23:51:48+00:00,Twitter Web Client,Buy Family Locator from DroidOmics. The best summer deal.   http://bit.ly/bHmKti #Tesla #WorldCup,"['Tesla', 'WorldCup']",
4282,BizDroid,29,en,2010-06-19 23:51:47+00:00,Twitter Web Client,A Droid is an investment that brings unbelievable returns.  http://bit.ly/amkaJE #BP #WorldCup,"['BP', 'WorldCup']",
4283,kimmyprobably,182,en,2010-06-19 23:51:47+00:00,Twitter Web Client,"#BB Vuvuzela task. Very funny as none of them know about the #WorldCup. ""90 mins....this'd drive us mad."" Yep we know very well Steve...","['BB', 'WorldCup']",
4284,VuvuzelaBR,44,en,2010-06-19 23:51:47+00:00,Twitter Web Client,@laah_am ==========&lt;() POOOOOOOOOOOOOOOOOOOOOOOOOONNN (by @vuvuzelaBR ) #TTBR #TT #BRA Brazil Brazil Brazil Brazil #WORLDCUP,"['TTBR', 'TT', 'BRA', 'WORLDCUP']",
4285,BizDroid,29,en,2010-06-19 23:51:46+00:00,Twitter Web Client,#WorldCup Buy Family Locator from DroidOmics. The best summer deal.  http://bit.ly/byrF96 #Child #BP #WorldCup,"['WorldCup', 'Child', 'BP', 'WorldCup']",
4286,BizDroid,29,en,2010-06-19 23:51:45+00:00,Twitter Web Client,#WorldCup Buy Family Locator from DroidOmics. The best summer deal.  http://bit.ly/9dwjji #GoogleIO #WorldCup,"['WorldCup', 'GoogleIO', 'WorldCup']",
4287,paulwisecar,58,en,2010-06-19 23:51:44+00:00,Twitter Web Client,Argentina World Cup #worldcup: Argentina Beats South Korea 4-1 At World Cup http://bit.ly/dmwnZk,['worldcup'],
4288,BrazilFutbol,539,en,2010-06-19 23:51:42+00:00,Twitter Web Client,Brazil Futbol - #worldcup #bra: Forward Nicolas Anelka Kicked Off France's Soccer Team - Wall Street Journal http://bit.ly/dbY6OH,"['worldcup', 'bra']",
4289,WCUPpeeps,8,en,2010-06-19 23:51:35+00:00,Twitter Web Client,Who will go through from Group D? http://FANpeeps.com/-7EUI #gha #worldcup,"['gha', 'worldcup']",
4290,JulietRoseKhan,487,en,2010-06-19 23:51:34+00:00,Twitter Web Client,The matches yesterday: #eng vs #alg 0-0 and #usa vs #svn 2-2. Fair enough. :D #worldcup,"['eng', 'alg', 'usa', 'svn', 'worldcup']",
4291,paulwisecar,58,en,2010-06-19 23:51:34+00:00,Twitter Web Client,"Latest World Cup Scores 2010 #worldcup: Germany vs. Serbia World Cup 2010 Live Blog: Results, Scores and Analysis http://bit.ly/dhFOgv",['worldcup'],
4292,Jphilippou,163,en,2010-06-19 23:51:31+00:00,Twitter Web Client,#vuvuzela at #worldcup games= somehow cool. #vuvuzela at #Rays game= supremely annoying.,"['vuvuzela', 'worldcup', 'vuvuzela', 'Rays']",
4293,FindMeAFlight,235,en,2010-06-19 23:51:27+00:00,SocialOomph,http://bit.ly/-worldcup Watch #CMR In The #WorldCup Final. Win Tickets & Flights #WC2010 http://flightsdiscounted.net/south-africa,"['CMR', 'WorldCup', 'WC2010']",
4294,Boy_Kasi,2087,en,2010-06-19 23:51:17+00:00,Twitpic,Yes sir! True story. #worldcup #bravscot http://twitpic.com/1y9lj7,"['worldcup', 'bravscot']",
4295,Jamie_Marriott,1285,en,2010-06-19 23:51:16+00:00,Twitter Web Client,"just e-mailed corden with my #nffc beard superstition, hopefully i get a little plug in about backing the beard for the #worldcup","['nffc', 'worldcup']",
4296,ScoreHints,974,en,2010-06-19 23:51:10+00:00,Twitter Web Client,#WorldCup #South Sydney The score was nil-nil at full time. WWW.SCOREHINTS.COM,"['WorldCup', 'South']",
4297,badingding,515,en,2010-06-19 23:51:09+00:00,Twitter Web Client,Shakira's #worldcup song is rubbish.,['worldcup'],
4298,julianneeeeeeee,98,en,2010-06-19 23:51:02+00:00,Twitter Web Client,#worldcup Harry Kewell getting that red card was uncalled for and he did not deserve it.,['worldcup'],
4299,greepo,253,en,2010-06-19 23:50:54+00:00,Twitter Web Client,@abcnews they won't have to fight for long. #worldcup,['worldcup'],
4300,marypcnn,1661,en,2010-06-19 23:50:46+00:00,Twitter Web Client,RT @WorldSportCNN: #DEN win 2-1 over #CMR.  Cameroon are the first team eliminated from the #worldcup./sorry to see the Indomitable Lions go,"['DEN', 'CMR', 'worldcup']",
4301,kezcartarac,188,en,2010-06-19 23:50:45+00:00,Twitter Web Client,thank you Bendtner for scoring a goal today; you saved yourself from being transferred. #worldcup,['worldcup'],
4302,AdamT69,794,en,2010-06-19 23:50:43+00:00,Twitter Web Client,How England could progress (or not) to the next round : BBC : http://is.gd/cVQab #ENG #WorldCup,"['ENG', 'WorldCup']",
4303,FindMeAFlight,235,en,2010-06-19 23:50:43+00:00,SocialOomph,http://bit.ly/-worldcup Watch #CIV In The #WorldCup Final. Win Tickets & Flights #WC2010 http://flightsdiscounted.net/south-africa,"['CIV', 'WorldCup', 'WC2010']",
4304,VuvuzelaBR,44,en,2010-06-19 23:50:36+00:00,Twitter Web Client,@isabela_maciel ==========&lt;() POOOOOOOOOOOOOOOOOOOOOOOOOONNN (by @vuvuzelaBR ) #TTBR #TT #BRA Brazil Brazil Brazil Brazil #WORLDCUP,"['TTBR', 'TT', 'BRA', 'WORLDCUP']",
4305,vTrooper,1622,en,2010-06-19 23:50:17+00:00,Echofon,Missed #Beerfriday due to excitement of #worldcup and new patio furniture arrival.  http://tweetphoto.com/28103372,"['Beerfriday', 'worldcup']",
4306,VuvuzelaBR,44,en,2010-06-19 23:50:15+00:00,Twitter Web Client,@JosySanches ==========&lt;() POOOOOOOOOOOOOOOOOOOOOOOOOONNN (by @vuvuzelaBR ) #TTBR #TT #BRA Brazil Brazil Brazil Brazil #WORLDCUP,"['TTBR', 'TT', 'BRA', 'WORLDCUP']",
4307,sakee565,1,en,2010-06-19 23:50:04+00:00,Twitter Web Client,Get free #worldcup Twitter Backgrounds http://twitlay.com/layouts.php?q=fifa+2010 from Twitlay.com 1276991404,['worldcup'],
4308,rikooo177,0,en,2010-06-19 23:50:04+00:00,Twitter Web Client,Get free #worldcup Twitter Backgrounds http://twitlay.com/layouts.php?q=fifa+2010 from Twitlay.com 1276991402,['worldcup'],
4309,kaarlows,818,en,2010-06-19 23:49:56+00:00,Twitter Web Client,Sad to see #CMR leave the #WorldCup. The match against #DEN was one of the best so far.,"['CMR', 'WorldCup', 'DEN']",
4310,twinmaker,172,en,2010-06-19 23:49:53+00:00,Twitter SMS,Zidane: a 21st century portrait soundtracked by @mogwaiband is about to start on bbc2 @plasmatron #worldcup,['worldcup'],
4311,VuvuzelaBR,44,en,2010-06-19 23:49:45+00:00,Twitter Web Client,@gmezzacapa ==========&lt;() POOOOOOOOOOOOOOOOOOOOOOOOOONNN (by @vuvuzelaBR ) #TTBR #TT #BRA Brazil Brazil Brazil Brazil #WORLDCUP,"['TTBR', 'TT', 'BRA', 'WORLDCUP']",
4312,FindMeAFlight,235,en,2010-06-19 23:49:42+00:00,SocialOomph,http://bit.ly/-worldcup #CIV: Road To Glory. Free Flights To Watch The #WorldCup Final. #WC210 http://flightsdiscounted.net/south-africa,"['CIV', 'WorldCup', 'WC210']",
4313,banapple95,553,en,2010-06-19 23:49:36+00:00,Twitter Web Client,"Party was good last night :) Got home around 1, was gonna watch #worldcup but couldn't be bothered.",['worldcup'],
4314,braedonomics,177,en,2010-06-19 23:49:36+00:00,Twitter for BlackBerry®,I don't think I have been or ever will be more patriotic than I am during the world cup or any us soccer event #worldcup #USA,"['worldcup', 'USA']",
4315,WCUPpeeps,8,en,2010-06-19 23:49:26+00:00,Twitter Web Client,Brazil and Italy look to shine http://FANpeeps.com/-7EUy #civ #worldcup,"['civ', 'worldcup']",
4316,VuvuzelaBR,44,en,2010-06-19 23:49:24+00:00,Twitter Web Client,@amandiiica ==========&lt;() POOOOOOOOOOOOOOOOOOOOOOOOOONNN (by @vuvuzelaBR ) #TTBR #TT #BRA Brazil Brazil Brazil Brazil #WORLDCUP,"['TTBR', 'TT', 'BRA', 'WORLDCUP']",
4317,thisis_courtney,49,en,2010-06-19 23:49:18+00:00,Twitter Web Client,Nothing but the #worldcup on the tele! OLE!,['worldcup'],
4318,MELHOBBS,1611,en,2010-06-19 23:49:13+00:00,Twitter Web Client,"Despite not having Harry Kewell for most of the game, the  #socceroos played an amazing 10 man side. Well done boys!  #worldcup","['socceroos', 'worldcup']",
4319,buytweeters,2761,en,2010-06-19 23:49:06+00:00,Twitter Web Client,follow me it will be fun #deardad #worldcup #Vuvuzela #Monsivais #Junina,"['deardad', 'worldcup', 'Vuvuzela', 'Monsivais', 'Junina']",
4320,quantumunited,738,en,2010-06-19 23:49:02+00:00,Twitter Web Client,"Quiet day today,  #usopen  #worldcup ....mmmm zzzzzzz","['usopen', 'worldcup']",
4321,WCUPpeeps,8,en,2010-06-19 23:49:01+00:00,Twitter Web Client,Heartbreak of a lifetime for Eto'o http://FANpeeps.com/-7EUF #cmr #worldcup,"['cmr', 'worldcup']",
4322,VuvuzelaBR,44,en,2010-06-19 23:48:57+00:00,Twitter Web Client,@stsmary ==========&lt;() POOOOOOOOOOOOOOOOOOOOOOOOOONNN (by @vuvuzelaBR ) #TTBR #TT #BRA Brazil Brazil Brazil Brazil #WORLDCUP,"['TTBR', 'TT', 'BRA', 'WORLDCUP']",
4323,FindMeAFlight,235,en,2010-06-19 23:48:34+00:00,SocialOomph,http://bit.ly/-wc2010 #SRB: Road To Glory. Free Flights To Watch The #WorldCup Final. #WC210 http://flightsdiscounted.net/south-africa,"['SRB', 'WorldCup', 'WC210']",
4324,ChicagoAddick,2060,en,2010-06-19 23:48:32+00:00,Twitter Web Client,Andy Gray and the hairy bloke on Fox Soccer Channel. Makes me feel homesick. #worldcup,['worldcup'],
4325,tee_24,27,en,2010-06-19 23:48:30+00:00,Twitter for BlackBerry®,"Austin ‘Jay Jay’ Okocha has given the Coach Lars Lagerback squad a hard knock,saying the bunch are a disgrace to the country. #worldcup #nga","['worldcup', 'nga']",
4326,Lulvv,98,en,2010-06-19 23:48:27+00:00,Twitter Web Client,#worldcup BRAZILLLLLLLLLLLLLLLL!! iS TOMORROWWWWW! WE WILL WIN . #OFCOURSE,"['worldcup', 'OFCOURSE']",
4327,EMKokie,1571,en,2010-06-19 23:48:23+00:00,Twitter Web Client,Busy Saturday of shared errands - now making homemade chicken noodle soup & watching #worldcup game from earlier. Not a bad Saturday. :),['worldcup'],
4328,GinaMilicia,2625,en,2010-06-19 23:48:20+00:00,Twitter Web Client,"So..... Aus def Serbia, Ghana beat Germany and we get a ref who is not visually impaired or corrupt = Aust go into next round #worldcup",['worldcup'],
4329,worldcupcrime,2,en,2010-06-19 23:48:20+00:00,Twitter Web Client,Uruguay Soccer Team robbed at Hotel http://j.mp/c3jnaT #wc2010 #worldcup,"['wc2010', 'worldcup']",
4330,StevieEnglish,3105,en,2010-06-19 23:48:15+00:00,TweetDeck,im blue about the world cup both #england and #australia #worldcup http://youtu.be/emM_juVdzds,"['england', 'australia', 'worldcup']",
4331,tadejp_,286,en,2010-06-19 23:48:12+00:00,Twitter Web Client,Browse the web as if you're at the 2010 World Cup!: http://www.vuvuzela-time.co.uk/ :) #worldcup #vuvuzela,"['worldcup', 'vuvuzela']",
4332,worldcupsoccer1,1,en,2010-06-19 23:48:07+00:00,Twitter Web Client,"#worldcup : HUFFPOST HILL - JUNE 18TH, 2010 http://www.world-cup-soccer.us/4698/huffpost-hill-june-18th-2010/",['worldcup'],
