,User,Follows_Count,Language,Date_Tweet,Source_of_Tweet,Tweet,Hashtags,Place
0,mattswineworld,968,en,2010-06-11 23:59:57+00:00,Twitter Web Client,is very impressed that he accurately predicted the results of both of today's games #WorldCup,['WorldCup'],
1,BestClubPenguin,1851,en,2010-06-11 23:59:57+00:00,Twitter Web Client,"#WorldCup Team Reference Cards: #USA, #Eng, #Gre, #Kor, #Arg, #Nig http://sbnation.com/e/1277981","['WorldCup', 'USA', 'Eng', 'Gre', 'Kor', 'Arg', 'Nig']",
2,whatkai,166,en,2010-06-11 23:59:56+00:00,Twitter Web Client,dead battery! #worldcup,['worldcup'],
3,angelinebounds,575,en,2010-06-11 23:59:55+00:00,Twitter Web Client,Such a beaUTIful day for a Tea Party!!! #WorldCup #USA #AO #ECS,"['WorldCup', 'USA', 'AO', 'ECS']",
4,Michael_D_Thorn,616,en,2010-06-11 23:59:54+00:00,Echofon,"USA USA USA USA!! Let's do this like we always knew this for Ben Franklin, Vinnie Stigma, and motherfuck'n freeeeeedom!!! #worldcup",['worldcup'],
5,dhykibumelf,625,en,2010-06-11 23:59:54+00:00,Twitter Web Client,SOUTH KOREA @AllRiseSilver @donghae861015 @Heedictator @ShinsFriends @myblacksmile @special1004 @shfly3424 @ryeong9 @siwon407 #WORLDCUP :) ♥,['WORLDCUP'],
6,Pippsta,2059,en,2010-06-11 23:59:50+00:00,Twitter for BlackBerry®,Hey Stockton! Is there a good place to watch the match tomorrow? #worldcup,['worldcup'],
7,worldcup2010ff,464,en,2010-06-11 23:59:48+00:00,Twitter Web Client,Uruguay can prosper against fragile French http://ffd.me/boFaKi #worldcup2010 #worldcup,"['worldcup2010', 'worldcup']",
8,worldcup2010ff,464,en,2010-06-11 23:59:48+00:00,Twitter Web Client,"France, Uruguay battle out dour 0-0 draw http://ffd.me/aRHsdf #worldcup2010 #worldcup","['worldcup2010', 'worldcup']",
9,worldcup2010ff,464,en,2010-06-11 23:59:47+00:00,Twitter Web Client,All aboard! http://ffd.me/bvUBHb #worldcup2010 #worldcup,"['worldcup2010', 'worldcup']",
10,worldcup2010ff,464,en,2010-06-11 23:59:46+00:00,Twitter Web Client,Hosts South Africa held 1-1 by Mexico http://ffd.me/9kJzvU #worldcup2010 #worldcup,"['worldcup2010', 'worldcup']",
11,worldcup2010ff,464,en,2010-06-11 23:59:46+00:00,Twitter Web Client,Parreira: Draw a 'fair result' http://ffd.me/bPD5FN #worldcup2010 #worldcup,"['worldcup2010', 'worldcup']",
12,BamaPrice,65,en,2010-06-11 23:59:44+00:00,Twitter Web Client,Who cares about #worldcup! Big Shake Ups in the NCAA Football world #USC #Big12 #Pac-10 #SEC #Big10,"['worldcup', 'USC', 'Big12', 'Pac', 'SEC', 'Big10']",
13,NormanJamesCTV,5703,en,2010-06-11 23:59:41+00:00,Twitter Web Client,#WorldCup picks?,['WorldCup'],
14,InnerwestQuest,883,en,2010-06-11 23:59:41+00:00,Hootsuite,RT @InnerwestQuest: Let the games begin... #worldcup don't forget to share the best Inner West venues 2 watch... #InnerwestQuest,"['worldcup', 'InnerwestQuest']",
15,lolalafugitiva,580,en,2010-06-11 23:59:38+00:00,Twitter Web Client,#FF PA TO EL MUNDO! TO EVERYONE! and go #worldcup  =B,"['FF', 'worldcup']",
16,worldcup2010ff,464,en,2010-06-11 23:59:35+00:00,Twitter Web Client,When will England self-destruct? http://ffd.me/amH3Iz #worldcup2010 #worldcup,"['worldcup2010', 'worldcup']",
17,theworldcup247,623,en,2010-06-11 23:59:35+00:00,twitterfeed,"Telegraph: England v USA: we must stop Wayne Rooney, says Bob Bradley: Wayne Rooney must be... http://tinyurl.com/3y5q74m #worldcup #soccer","['worldcup', 'soccer']",
18,worldcup2010ff,464,en,2010-06-11 23:59:35+00:00,Twitter Web Client,WORLD CUP SOCCER NOTEBOOK / Volatile France opens against Uruguay http://ffd.me/buwHMr #worldcup2010 #worldcup,"['worldcup2010', 'worldcup']",
19,worldcup2010ff,464,en,2010-06-11 23:59:34+00:00,Twitter Web Client,Tactic strengthens Cup chance http://ffd.me/abxR2B #worldcup2010 #worldcup,"['worldcup2010', 'worldcup']",
20,JohnMartin929,28785,en,2010-06-11 23:59:34+00:00,Twitter Web Client,#thingsiwouldntdo watch the #worldcup,"['thingsiwouldntdo', 'worldcup']",
21,theworldcup247,623,en,2010-06-11 23:59:34+00:00,twitterfeed,Telegraph: England v USA: match preview: Read a full match preview of the World Cup 2010 Gr... http://tinyurl.com/33gdzuh #worldcup #soccer,"['worldcup', 'soccer']",
22,theworldcup247,623,en,2010-06-11 23:59:33+00:00,twitterfeed,"Telegraph: World Cup 2010: Opening games showed referees will be harsh: After just one day,... http://tinyurl.com/34ps44w #worldcup #soccer","['worldcup', 'soccer']",
23,theworldcup247,623,en,2010-06-11 23:59:31+00:00,twitterfeed,Telegraph: South Korea v Greece: match preview: Read a full match preview of the World Cup ... http://tinyurl.com/3an8gzm #worldcup #soccer,"['worldcup', 'soccer']",
24,theworldcup247,623,en,2010-06-11 23:59:30+00:00,twitterfeed,Telegraph: Argentina v Nigeria: match preview: Read a full match preview of the World Cup 2... http://tinyurl.com/39rvqdn #worldcup #soccer,"['worldcup', 'soccer']",
25,theworldcup247,623,en,2010-06-11 23:59:24+00:00,BlogsFeedNet,"#worldcup GUARDIAN: World Cup 2010: When England play, its not them and us. Its we | Clive Tyldesley...  http://bit.ly/bDL2Dg",['worldcup'],
26,terrytrevino,591,en,2010-06-11 23:59:20+00:00,Twitter Web Client,RT @SFGiants AT&T Park opens at 10am tomorrow to watch the #USA vs England match .This event is free http://bit.ly/bPCfBP #WorldCup,"['USA', 'WorldCup']",
27,dali1029,11,en,2010-06-11 23:59:18+00:00,Echofon,::GASP:: how could you?!?! RT @bacupoffM3:@dali1029 isn't that june 18? #USMNT team plays that day.Sorry dude #WORLDCUP trumps #harrypotter.,"['USMNT', 'WORLDCUP', 'harrypotter']",
28,Ed_and_Jay,128,en,2010-06-11 23:59:18+00:00,Twitter Web Client,Saturday night match (2:30pm EST): USA vs England. Will you watch it? #worldcup 7:30am: South Korea vs Greece 10am EST: Argentina vs Nigeria,['worldcup'],
29,nyxHuu,776,en,2010-06-11 23:59:13+00:00,Twitter Web Client,Again #arg #aus #bra #chi #civ #cmr #den #eng #esp #fra #ger #gre #hon #ita #jpn #kor #mex #ned #nga #par #por #prk #rsa #srb #usa #worldcup,"['arg', 'aus', 'bra', 'chi', 'civ', 'cmr', 'den', 'eng', 'esp', 'fra', 'ger', 'gre', 'hon', 'ita', 'jpn', 'kor', 'mex', 'ned', 'nga', 'par', 'por', 'prk', 'rsa', 'srb', 'usa', 'worldcup']",
30,vnesofsc,589,en,2010-06-11 23:59:10+00:00,Twitter Web Client,"At work...why am i so tired?  Oh yeah, got up at 6:30 am to watch Futbol!  #WorldCup",['WorldCup'],
31,dumblydore,1166,en,2010-06-11 23:59:06+00:00,Twitter Web Client,Watched the last half of #rsa vs #mex #worldcup Sth Africa's playing so awesomely! :D,"['rsa', 'mex', 'worldcup']",
32,jordandsullivan,27,en,2010-06-11 23:59:03+00:00,Twitter Web Client,"#WorldCup Humans have opposable thumbs, any game that a cow could play with some training shouldn't take up this much of your time.",['WorldCup'],
33,SEEAdamTrain,240,en,2010-06-11 23:59:01+00:00,Hootsuite,RT @kcrw: KCRW #WorldCup of Music!! France's Phoenix v. Jorges Drexler from Uruguay!! Stream World Music http://kcrw.com/worldcup,['WorldCup'],
34,Arf_22,5843,en,2010-06-11 23:59:00+00:00,Twitter Web Client,oh no #englands match on 23rd june 3pm clashes  with bbc asian network work experience hopefully though they got a tv in office! #worldcup,"['englands', 'worldcup']",
35,worldcup2010ff,464,en,2010-06-11 23:58:59+00:00,Twitter Web Client,Uruguay hits France with a dose of karma http://ffd.me/agOHk3 #worldcup2010 #worldcup,"['worldcup2010', 'worldcup']",
36,Degeler,107,en,2010-06-11 23:58:58+00:00,Twitter Web Client,#ACT's tomorrow... missing 2 #worldcup games but will be back for #USA vs #England,"['ACT', 'worldcup', 'USA', 'England']",
37,DilemmaDigital,1891,en,2010-06-11 23:58:55+00:00,Twitter Web Client,World Cup fever building...ready to see US shock England! #worldcup #soccer,"['worldcup', 'soccer']",
38,AidanFlood,626,en,2010-06-11 23:58:55+00:00,Twitter Web Client,"All three of the games tomorrow are quite tasty on paper, should expect a few more goals. #worldcup",['worldcup'],
39,kandicee_,655,en,2010-06-11 23:58:52+00:00,Twitter Web Client,i am lovin this #worldcup,['worldcup'],
40,MissLondon2U,8440,en,2010-06-11 23:58:50+00:00,Twitter Web Client,Go Grocery Shopping or Watch the #WorldCup.... world cup it is shit we still have cereal,['WorldCup'],
41,twc2010_en,17,en,2010-06-11 23:58:50+00:00,twanslate,RT @Rafael12104 RT @worldcup2010ff: A dispatch from England on the eve of the World Cup. http://ffd.me/aTU5aQ #worldcup2010 #worldcup,"['worldcup2010', 'worldcup']",
42,Adam_McClean,5051,en,2010-06-11 23:58:49+00:00,Twitter Web Client,Back from #worldcup drinks in Castlefield with the @GranadaReports team.,['worldcup'],
43,twc2010_en,17,en,2010-06-11 23:58:49+00:00,twanslate,RT @MaxTheGenius @kblevz its a sheeeeeeeeekret !!!!! naw im playing. its automatic next to #worldcup :),['worldcup'],
44,MattPeitz,84,en,2010-06-11 23:58:49+00:00,twidroyd (original),North korea tried to bring a striker as a goal keeper. Crafty but honestly didn't think someone tried that before? #worldcup,['worldcup'],
45,robertorgill,86,en,2010-06-11 23:58:48+00:00,Twitter Web Client,"Yes, I am predicting an upset tomorrow. USA 2-1 over England. #worldcup",['worldcup'],
46,BIEBERrockzzz,31,en,2010-06-11 23:58:47+00:00,Twitter Web Client,"I know we have no chance of winning, but go #nzl ! :D #worldcup","['nzl', 'worldcup']",
47,wboc,61925,en,2010-06-11 23:58:45+00:00,twitterfeed,"ko_im_16: My #worldcup predictions pretty similar to @sportsillustrated, except I have #bra beating #eng the... http://tinyurl.com/3xzukef","['worldcup', 'bra', 'eng']",
48,ImValerieLOL,464,en,2010-06-11 23:58:43+00:00,Twitter Web Client,"@ItsACyrusThing haha I was watching ""We'll Be A Dream"" video this morning before the #WorldCup begins :DD LOL",['WorldCup'],
49,Matthew_Guzman,277,en,2010-06-11 23:58:39+00:00,Twitter Web Client,"Okay, just testing this - #USA  vs #ENG  in the #Worldcup  & the other nations are getting a flag too? That is very, very cool, twitter.","['USA', 'ENG', 'Worldcup']",
50,LovezTheMovemnt,311,en,2010-06-11 23:58:36+00:00,Twitter Web Client,#WorldCup &lt;--- I just like looking at the soccer ball =),['WorldCup'],
51,jyeke,2112,en,2010-06-11 23:58:36+00:00,Twitter for BlackBerry®,@fabphoenix tell u fren doh even play like dat *side eye*..#obeahfree #worldcup,"['obeahfree', 'worldcup']",
52,iOurQuotes,16747,en,2010-06-11 23:58:35+00:00,Twitter Web Client,@JordanJansenVOX  RT if you love your COUNTRY #esp  #bra  #por  #eng  #mex  #arg  #uru  #ger  #ita  #usa  #aus  #rsa  #srb  #sui  #worldcup,"['esp', 'bra', 'por', 'eng', 'mex', 'arg', 'uru', 'ger', 'ita', 'usa', 'aus', 'rsa', 'srb', 'sui', 'worldcup']",
53,dtothek,542,en,2010-06-11 23:58:34+00:00,Twitter Web Client,This is a phenomenal experiment on Twitter's reaction during each match: http://gu.com/p/2hhgb/tw #worldcup #wc2010,"['worldcup', 'wc2010']",
54,DennisVollmer,2706,en,2010-06-11 23:58:32+00:00,Twitter Web Client,@the_cleof no I get it. Just on TV it comes across like bees buzzing the whole game. Very annoying. Congradts on your first game. #WorldCup,['WorldCup'],
55,Banks__,486,en,2010-06-11 23:58:32+00:00,Twitter Web Client,#worldcup is gonna be a main part of my summer,['worldcup'],
56,worldcup2010ff,464,en,2010-06-11 23:58:31+00:00,Twitter Web Client,WORLD TWENTY20: England cruise to victory over Australia for first ever victory in global tourn http://ffd.me/cWHS5M #worldcup2010 #worldcup,"['worldcup2010', 'worldcup']",
57,worldcup2010ff,464,en,2010-06-11 23:58:30+00:00,Twitter Web Client,"England eye the Ashes: We've got the Australians on the run, says Paul Collingwood http://ffd.me/9WLdQy #worldcup2010 #worldcup","['worldcup2010', 'worldcup']",
58,worldcup2010ff,464,en,2010-06-11 23:58:30+00:00,Twitter Web Client,Graeme Swann named England's player of the year http://ffd.me/9eHDs9 #worldcup2010 #worldcup,"['worldcup2010', 'worldcup']",
59,worldcup2010ff,464,en,2010-06-11 23:58:30+00:00,Twitter Web Client,England's Test summer starts under a cloud of match fixing http://ffd.me/9bq8j8 #worldcup2010 #worldcup,"['worldcup2010', 'worldcup']",
60,worldcup2010ff,464,en,2010-06-11 23:58:29+00:00,Twitter Web Client,T20 struggles for star appeal: England's answer to IPL faces ultimate test http://ffd.me/9ZWAu2 #worldcup2010 #worldcup,"['worldcup2010', 'worldcup']",
61,kap1964,863,en,2010-06-11 23:58:29+00:00,Twitter Web Client,Watching 2010 FIFA World Cup - South Africa vs. Mexico on @ESPN360 #WorldCup Yes I already know the result. :-D,['WorldCup'],
62,worldcup2010ff,464,en,2010-06-11 23:58:29+00:00,Twitter Web Client,Australia captain Ricky Ponting admits he's 'tragic' for starting his Ashes campaign six months http://ffd.me/bi3Yev #worldcup2010 #worldcup,"['worldcup2010', 'worldcup']",
63,worldcup2010ff,464,en,2010-06-11 23:58:28+00:00,Twitter Web Client,England wrap up series win as Steven Finn and James Anderson skittle brittle Bangladesh at Old  http://ffd.me/ckWvH7 #worldcup2010 #worldcup,"['worldcup2010', 'worldcup']",
64,AllieG,1424,en,2010-06-11 23:58:28+00:00,Twitter Web Client,Necessary but nonexistent: World Cupcakes. Someone get on this. #worldcup,['worldcup'],
65,worldcup2010ff,464,en,2010-06-11 23:58:28+00:00,Twitter Web Client,Andrew Strauss must score big runs fast against Australia http://ffd.me/ceDJAS #worldcup2010 #worldcup,"['worldcup2010', 'worldcup']",
66,worldcup2010ff,464,en,2010-06-11 23:58:28+00:00,Twitter Web Client,Confident Craig Kieswetter has Matt Prior sweating on his England place http://ffd.me/dn1p0e #worldcup2010 #worldcup,"['worldcup2010', 'worldcup']",
67,worldcup2010ff,464,en,2010-06-11 23:58:27+00:00,Twitter Web Client,Competition: Win tickets for Pakistan v Australia at Headingley plus a two-night hotel stay - c http://ffd.me/dxvmlA #worldcup2010 #worldcup,"['worldcup2010', 'worldcup']",
68,vjshark7979,12,en,2010-06-11 23:58:23+00:00,Twitter Web Client,Today is victory day of Korean!!!!!!#worldcup,['worldcup'],
69,nadavernicole,896,en,2010-06-11 23:58:23+00:00,Twitter Web Client,@crisguerra Yes! The games were amazing. #worldcup is helping me to forget about my #LOSTDepression (: #bra #rsa,"['worldcup', 'LOSTDepression', 'bra', 'rsa']",
70,theworldcup247,623,en,2010-06-11 23:58:21+00:00,BlogsFeedNet,#worldcup GOAL.COM: World Cup 2010: Australia&#x27;s Brad Jones will miss entire tournament after family tragedy...  http://bit.ly/bDL2Dg,['worldcup'],
71,jotaeaene,252,en,2010-06-11 23:58:15+00:00,Twitter Web Client,Demasiado bellas! xD RT @j3t2 finisima! RT @Shakira With Alicia Keys at the South Africa vs Mexico match #worldcup http://twitpic.com/1vuvb0,['worldcup'],
72,johntandlich,1884,en,2010-06-11 23:58:13+00:00,Twitter Web Client,"Check this video out -- US Men's National Team  ""Over There"" video http://youtu.be/bW2s5LfzdFg #usa #USMNT #worldcup","['usa', 'USMNT', 'worldcup']",
73,Fly_Boi_Irv,385,en,2010-06-11 23:58:11+00:00,Twitter for BlackBerry®,Wondering who I shud support for #WorldCup??,['WorldCup'],
74,Missmete0r,24,en,2010-06-11 23:58:08+00:00,Twitter Web Client,"France VS Uruguay nobody won, dang ! The #worldcup starting slow",['worldcup'],
75,gzaneti,3584,en,2010-06-11 23:58:08+00:00,Twitter Web Client,Can't wait for tomorrow's set of #worldcup  games. I love my underdogs. Let's go #usa Let's go #gre,"['worldcup', 'usa', 'gre']",
76,BoingUK,887,en,2010-06-11 23:58:07+00:00,Twitter Web Client,How sad and bitter are some Scottish people thinking it's good to support USA or any team rather than England ?Come on England !   #worldcup,['worldcup'],
77,AidanFlood,626,en,2010-06-11 23:58:04+00:00,Twitter Web Client,I think tomorrow is angst day. South Korea (War Games) Vs Greece (Broke) & England Vs America amidst the Oil Leak in the golf. #worldcup,['worldcup'],
78,MusicCenterLA,19056,en,2010-06-11 23:58:04+00:00,Twitter Web Client,"#worldcup Opening Ceremony performer, Khaled will perform in Walt Disney Concert Hall on July 16! http://bit.ly/aV3FHL",['worldcup'],
79,readmyjokes,6,en,2010-06-11 23:58:01+00:00,Twitter Web Client,Today's Trending Topics include #worldcup. Obvious proof that Twitter is used worldwide. #usahatessoccer,"['worldcup', 'usahatessoccer']",
80,_ShadowPop,1651,en,2010-06-11 23:57:53+00:00,Twitter Web Client,#Arg #Bra #Gha #Kor #Por #ita #Mex #rsa #ned #chi #fra #hon #ita #sui #den #ger #cmr #esp #usa #aus &more ♥#worldcup !,"['Arg', 'Bra', 'Gha', 'Kor', 'Por', 'ita', 'Mex', 'rsa', 'ned', 'chi', 'fra', 'hon', 'ita', 'sui', 'den', 'ger', 'cmr', 'esp', 'usa', 'aus', 'worldcup']",
81,GDgeek,6242,en,2010-06-11 23:57:51+00:00,Echofon,@LMG2112 @tpholmes I'm with Leanne. ENGLAND!! #worldcup,['worldcup'],
82,kcrw,488711,en,2010-06-11 23:57:51+00:00,Hootsuite,KCRW #WorldCup of Music!! France's Phoenix v. Jorges Drexler from Uruguay!! Stream World Music http://kcrw.com/worldcup,['WorldCup'],
83,MissLondon2U,8440,en,2010-06-11 23:57:50+00:00,Twitter Web Client,Smack a Bitch or Watch the #WorldCup.....#WorldCup it is!,"['WorldCup', 'WorldCup']",
84,aubreyklein,372,en,2010-06-11 23:57:50+00:00,Twitter SMS,"HA. The text I just received from my mother, verbatim: ""Carlos Bocanegra!!  Ummmmm :) "" #worldcup",['worldcup'],
85,AEAZY5,11353,en,2010-06-11 23:57:47+00:00,Twitter Web Client,Hey #thingsiwouldntdo forget every four Years is time to drink from the #worldcup.,"['thingsiwouldntdo', 'worldcup']",
86,TheLoneTweet,1777,en,2010-06-11 23:57:44+00:00,Twitter Web Client,The opening match was superb. Then France had to ruin it all #WorldCup,['WorldCup'],
87,LLCoolP_,879,en,2010-06-11 23:57:42+00:00,Twitter Web Client,"#worldcup kick off concert . at eight :) too bad my #tweetdate @mikesavagee_ will be latee ,","['worldcup', 'tweetdate']",
88,iSupportMickie,474,en,2010-06-11 23:57:41+00:00,Twitter Web Client,@TheCurtHawkins can you say me Hello! from #mex what you do support in this #worldcup ?,"['mex', 'worldcup']",
89,longhaulfilms,1614,en,2010-06-11 23:57:41+00:00,Twitter Web Client,"What do the #worldcup, #ENG and #USA have to do with #marriage? Read our latest blog entry to find out: http://bit.ly/cAnRmx","['worldcup', 'ENG', 'USA', 'marriage']",
90,m_devries,707,en,2010-06-11 23:57:40+00:00,Twitter Web Client,I don't intend that in a condescending way...its just not something you would expect to see from Dutch for example #Worldcup #RSA #NED,"['Worldcup', 'RSA', 'NED']",
91,mandala22,305,en,2010-06-11 23:57:38+00:00,Twitter Web Client,is getting pumped for tomorrow's #worldcup games...USA USA USA!! :-),['worldcup'],
92,wileyAU,106,en,2010-06-11 23:57:37+00:00,Twitterrific for iOS,"Today's #worldcup recap: two games, two points, zero wins. What a great sport!",['worldcup'],
93,_ShadowPop,1651,en,2010-06-11 23:57:31+00:00,Twitter Web Client,#Arg #Bra #Gha #Kor #Por #ita #Mex #rsa #ned #chi #fra #hon #ita #sui #den #ger #cmr #esp #usa #aus &more ♥#worldcup,"['Arg', 'Bra', 'Gha', 'Kor', 'Por', 'ita', 'Mex', 'rsa', 'ned', 'chi', 'fra', 'hon', 'ita', 'sui', 'den', 'ger', 'cmr', 'esp', 'usa', 'aus', 'worldcup']",
94,wavingflagwc,92,en,2010-06-11 23:57:30+00:00,TwApp-C,Go to http://WavingFlagByKnaan.com to wave flag for your country in the #WorldCup @hal_cyan330 @VBRonnie,['WorldCup'],
95,nyroyal19,90,en,2010-06-11 23:57:28+00:00,Twitter Web Client,"I don't like to hear ""it would have been great to see SA win"" why!? What's wrong with a Mex win!? #worldcup",['worldcup'],
96,bacupoffM3,148,en,2010-06-11 23:57:25+00:00,Twitter Web Client,TSMINA MINA #WAKAWAKA THIS TIME FOR AFRICA! #worldcup RT @celbasil: Waka waka @bacupoffM3,"['WAKAWAKA', 'worldcup']",
97,Popinard,7244,en,2010-06-11 23:57:25+00:00,Twitter Web Client,RT @TamyEmmaPepin FIFA World Cup: Where to Watch in Montreal http://bit.ly/9IvGvo #worldcup #travel #montreal #F1,"['worldcup', 'travel', 'montreal', 'F1']",
98,10borg,45,en,2010-06-11 23:57:24+00:00,Twitter Web Client,Am looking forward to a weekend full of football though! Will be wearing my new Italia jersey for sure. #worldcup,['worldcup'],
99,worldcup2010ff,464,en,2010-06-11 23:57:21+00:00,Twitter Web Client,Dunkin' Donuts celebrates the World Cup http://ffd.me/dl84Gs #worldcup2010 #worldcup,"['worldcup2010', 'worldcup']",
100,ByronValle,362,en,2010-06-11 23:57:21+00:00,Twitter Web Client,Quit hating on one of the greatest sporting events. RT @the_dp: So #worldcup. Is there a track and field event during this thing?,['worldcup'],
101,leeeden,230,en,2010-06-11 23:57:13+00:00,Nambu,@jabinchavez its the #worldcup !!! i cant believe i am trying to justify it :-) #oppositeday,"['worldcup', 'oppositeday']",
102,GraemeHack,56,en,2010-06-11 23:57:12+00:00,Twitter Web Client,like what twitter has down with the #worldcup icons. going off to bed now after a very exciting day. good night #rsa,"['worldcup', 'rsa']",
103,pArtyiNfo4aLL,1174,en,2010-06-11 23:57:09+00:00,Twitter Web Client,"Anyway, back to the #worldcup.",['worldcup'],
104,Ricas_gti,464,en,2010-06-11 23:57:08+00:00,Twitpic,Portuguese beer for the World Cup. #Portugal #Sagres #WorldCup  http://twitpic.com/1vycff,"['Portugal', 'Sagres', 'WorldCup']",
105,iMuslimTV,1535,en,2010-06-11 23:57:07+00:00,Echofon,*Easy-going from perspective of end scores. No idea how rough the play was. I'm prob only going to watch #Eng games tbh. #WorldCup,"['Eng', 'WorldCup']",
106,Tirupari,493,en,2010-06-11 23:57:07+00:00,Twitter Web Client,End of Day 1 of soccer #Worldcup Both the matches SA vs Mexico and URU vs France ended in a draw,['Worldcup'],
107,_ilovefashion_,95,en,2010-06-11 23:57:06+00:00,Twitter Web Client,#worldcup...finally! :) #nowplaying http://www.youtube.com/watch?v=z5iOLuDlDMI,"['worldcup', 'nowplaying']",
108,sportzak,311,en,2010-06-11 23:57:05+00:00,Twitter Web Client,"This is pretty cool, albeit half the tweets suck. http://twitter.com/worldcup/match/eng/usa #usa #eng #worldcup","['usa', 'eng', 'worldcup']",
109,aibiwashere,391,en,2010-06-11 23:57:03+00:00,Silver Bird,"Huh, I might watch the FIFA Concert :| #worldcup",['worldcup'],
110,nasirxjones,515,en,2010-06-11 23:57:01+00:00,Twitter Web Client,#worldcup Go Germany.,['worldcup'],
111,candicevb,498,en,2010-06-11 23:56:59+00:00,Twitter Web Client,#worldcup opening celebrations & laundry,['worldcup'],
112,ricibittencourt,289,en,2010-06-11 23:56:58+00:00,Twitter Web Client,@cambioconnect FOLLOW PLEEEASE #bra #worldcup,"['bra', 'worldcup']",
113,capitalq704,1066,en,2010-06-11 23:56:58+00:00,Twitter Web Client,the #worldcup is so damn lame !,['worldcup'],
114,tjmarx,3125,en,2010-06-11 23:56:56+00:00,Twitter Web Client,#worldcup ABC host Andy Muirhead charged with a child pornography http://bit.ly/cw6xDT #justsaying Now we know what he collects...,"['worldcup', 'justsaying']",
115,lioromio,15787,en,2010-06-11 23:56:56+00:00,Twitter Web Client,My name is Khaled Mohamed Saeed I won't be able to watch #worldcup bcuz Egyptian police brutally killed Me in the street #egypolicecrimes,"['worldcup', 'egypolicecrimes']",
116,trillwavee_,488,en,2010-06-11 23:56:55+00:00,Twitter Web Client,#worldcup largest sporting event in the world,['worldcup'],
117,MarkOgden_,263990,en,2010-06-11 23:56:55+00:00,Twitter Web Client,1.54am. Vuvuzelas STILL being blown all around Cape Town. What would it be like if SA had won?! #worldcup,['worldcup'],
118,worldcup2010ff,464,en,2010-06-11 23:56:51+00:00,Twitter Web Client,Video | Raw Video: Security Tight Before England-US Game http://ffd.me/bDxSMT #worldcup2010 #worldcup,"['worldcup2010', 'worldcup']",
119,worldcup2010ff,464,en,2010-06-11 23:56:51+00:00,Twitter Web Client,Video | Former US Goalkeeper Likes US Over England http://ffd.me/8ZBCss #worldcup2010 #worldcup,"['worldcup2010', 'worldcup']",
120,worldcup2010ff,464,en,2010-06-11 23:56:51+00:00,Twitter Web Client,Video | World Cup Kicks Off in South Africa http://ffd.me/dnLaGP #worldcup2010 #worldcup,"['worldcup2010', 'worldcup']",
121,worldcup2010ff,464,en,2010-06-11 23:56:50+00:00,Twitter Web Client,Video | Raw Video: Fans Celebrate SAfrica-Mexico Draw http://ffd.me/caBxLC #worldcup2010 #worldcup,"['worldcup2010', 'worldcup']",
122,worldcup2010ff,464,en,2010-06-11 23:56:50+00:00,Twitter Web Client,Video | US Prepares for England in World Cup Opener http://ffd.me/9AHGOl #worldcup2010 #worldcup,"['worldcup2010', 'worldcup']",
123,geekbabe,18140,en,2010-06-11 23:56:49+00:00,Twitter Web Client,#worldcup hot men in tight shorts means women worldwide win :),['worldcup'],
124,crowdiegal,2166,en,2010-06-11 23:56:46+00:00,Twitter Web Client,#worldcup Twitter has warned to expect more problems over the next month with heavy traffic on the site due to FIFA World Cup,['worldcup'],
125,ErinCraig11,783,en,2010-06-11 23:56:45+00:00,Twitter Web Client,"Oh man Twitter, if you're going to be a jerk all through #worldcup I'm gonna... uh... keep tweeting... DAMMIT I have no recourse!!",['worldcup'],
126,lauravhdez,236,en,2010-06-11 23:56:33+00:00,Twitter Web Client,Eso pense yo cuando pusieron el sonido RT @MariaDCVL: The stadium today sounded like a bee hive.. #worldcup,['worldcup'],
127,SHHRSC48,471,en,2010-06-11 23:56:29+00:00,Twitter SMS,watchin tha South Africa & M?xico football match. #WorldCup,['WorldCup'],
128,azulraul,73,en,2010-06-11 23:56:26+00:00,Twitter Web Client,Tomorrow: Argentina vs Nigeria 7am England vs USA 11:30am Arizona Time #worldcup,['worldcup'],
129,evanowbell,1168,en,2010-06-11 23:56:25+00:00,Twitter Web Client,Why do I think England will beat US? #worldcup,['worldcup'],
130,emnlfs,1061,en,2010-06-11 23:56:23+00:00,TweetDeck,"“Here we go! ale, ale ale! go, go, go! ale, ale ale!” - this is better than Waka Waka #worldcup",['worldcup'],
131,MissZainy,286,en,2010-06-11 23:56:21+00:00,Twitter for BlackBerry®,@azizansari was watching the #worldcup opening ceremonies and saw R Kelly performing-kept hoping that he would do the #Avatar song,"['worldcup', 'Avatar']",
132,helvector,1907,en,2010-06-11 23:56:18+00:00,Twitter Web Client,I got semi lucky and picked the dutch in the office sweepstakes #worldcup #t1la,"['worldcup', 't1la']",
133,mptrzz,187,en,2010-06-11 23:56:17+00:00,Twitter Web Client,I HATE THE #worldcup !,['worldcup'],
134,ADN1089,107,en,2010-06-11 23:56:14+00:00,Twitter Web Client,Hup Holland!!!! #NED #WorldCup,"['NED', 'WorldCup']",
135,CLowetweets,2226,en,2010-06-11 23:56:09+00:00,Twitter Web Client,It's all about the #USA tomorrow in the #WorldCup :D woot woot I know they are gonna take #england down! lol,"['USA', 'WorldCup', 'england']",
136,Ryanwelsh,86,en,2010-06-11 23:56:08+00:00,Twitter SMS,#worldcup predictions for tommarow South Korea 0 Greece 0. Nigeria 2 Argentina 1 USA 2 England 0,['worldcup'],
