Date,Open,High,Low,Close,Adj Close,Volume
2016-01-01,597.151611328125,604.8114624023438,592.706787109375,602.1607055664062,602.1607055664062,50297067
2016-01-02,602.5599365234375,604.556396484375,597.5353393554688,599.7047729492188,599.7047729492188,41641656
2016-01-03,599.8984985351562,600.1268310546875,587.5382690429688,596.51123046875,596.51123046875,54980007
2016-01-04,596.5806274414062,603.8048095703125,595.3540649414062,603.4257202148438,603.4257202148438,53610701
2016-01-05,603.39501953125,603.7301025390625,598.4097290039062,604.0528564453125,604.0528564453125,48276404
2016-01-06,603.9074096679688,603.9506225585938,598.11376953125,603.5791015625,603.5791015625,47884181
2016-01-07,604.8534545898438,646.9976806640625,605.2130737304688,645.8934936523438,645.8934936523438,123471458
2016-01-08,645.17431640625,651.1629638671875,632.802001953125,642.0909423828125,642.0909423828125,80741983
2016-01-09,642.3076782226562,644.0885009765625,633.107666015625,634.1304931640625,634.1304931640625,45728243
2016-01-10,635.018798828125,635.1193237304688,623.8452758789062,635.3856201171875,635.3856201171875,51052985
2016-01-11,636.3883666992188,638.768310546875,628.5874633789062,637.6198120117188,637.6198120117188,57515855
2016-01-12,637.27001953125,637.1803588867188,620.9453735351562,620.9453735351562,620.9453735351562,164763096
2016-01-13,619.4845581054688,620.009521484375,604.5341796875,620.4091796875,620.4091796875,249511891
2016-01-14,620.2900390625,622.4699096679688,615.32666015625,617.0587768554688,617.0587768554688,63017847
2016-01-15,616.9856567382812,617.1577758789062,529.773681640625,529.773681640625,529.773681640625,222987701
2016-01-16,530.8526611328125,567.908935546875,516.0804443359375,563.51611328125,563.51611328125,175003843
2016-01-17,562.957763671875,568.502197265625,552.6917724609375,557.3536987304688,557.3536987304688,66071445
2016-01-18,556.528564453125,562.983642578125,547.6332397460938,563.1358642578125,563.1358642578125,79130473
2016-01-19,562.9293212890625,561.0453491210938,551.7453002929688,553.6109619140625,553.6109619140625,68183675
2016-01-20,553.0153198242188,616.2118530273438,548.7800903320312,608.0308227539062,608.0308227539062,176116668
2016-01-21,607.16552734375,610.9727172851562,578.2867431640625,585.36181640625,585.36181640625,97504658
2016-01-22,584.6327514648438,585.6961059570312,530.948974609375,539.8109741210938,539.8109741210938,129199717
2016-01-23,539.7290649414062,556.8185424804688,539.0897827148438,546.8660278320312,546.8660278320312,79381956
2016-01-24,547.7283325195312,573.4368896484375,546.8928833007812,569.881591796875,569.881591796875,77533232
2016-01-25,568.9566650390625,568.473876953125,552.8345947265625,560.1290283203125,560.1290283203125,84453326
2016-01-26,560.523681640625,566.8563232421875,557.9364013671875,553.5631713867188,553.5631713867188,82080305
2016-01-27,553.9739379882812,559.7470092773438,552.9611206054688,556.7525024414062,556.7525024414062,66849434
2016-01-28,556.997802734375,557.6973876953125,532.9580688476562,533.7736206054688,533.7736206054688,83160352
2016-01-29,533.5195922851562,541.0518798828125,513.021484375,530.1631469726562,530.1631469726562,120325651
2016-01-30,529.312255859375,532.1791381835938,525.9955444335938,528.4600830078125,528.4600830078125,42310335
2016-01-31,528.5131225585938,531.3827514648438,514.196533203125,515.2412719726562,515.2412719726562,52945916
2016-02-01,516.0558471679688,530.8508911132812,515.0662231445312,520.5623168945312,520.5623168945312,72081759
2016-02-02,520.37255859375,528.7921752929688,520.37255859375,526.5487670898438,526.5487670898438,56780528
2016-02-03,526.8272094726562,526.5422973632812,507.35003662109375,510.2706604003906,510.2706604003906,63355939
2016-02-04,510.5810241699219,538.343505859375,509.7023620605469,535.9254760742188,535.9254760742188,95309139
2016-02-05,534.9680786132812,537.5195922851562,536.5234375,537.8829345703125,537.8829345703125,60982488
2016-02-06,537.9385986328125,537.9970703125,518.176513671875,523.9303588867188,523.9303588867188,68530401
2016-02-07,523.9192504882812,529.9819946289062,520.8902587890625,522.9368896484375,522.9368896484375,51480443
2016-02-08,523.1270751953125,526.8541870117188,519.9796142578125,520.099609375,520.099609375,66391541
2016-02-09,520.0662231445312,524.560546875,519.670654296875,521.890625,521.890625,76776546
2016-02-10,522.0530395507812,535.6286010742188,522.1880493164062,531.369873046875,531.369873046875,118527747
2016-02-11,532.017333984375,533.3169555664062,524.7001953125,528.2125854492188,528.2125854492188,103478772
2016-02-12,528.2571411132812,535.3170166015625,528.7069091796875,532.0121459960938,532.0121459960938,92820757
2016-02-13,532.5354614257812,542.5301513671875,532.5354614257812,542.5301513671875,542.5301513671875,85716749
2016-02-14,544.0143432617188,563.4434204101562,544.0143432617188,563.4434204101562,563.4434204101562,103036415
2016-02-15,563.9110717773438,567.6390380859375,550.2061767578125,553.095703125,553.095703125,102372833
2016-02-16,554.8191528320312,566.5115356445312,554.5381469726562,564.6153564453125,564.6153564453125,101277805
2016-02-17,564.84814453125,578.1359252929688,564.3314208984375,569.403564453125,569.403564453125,113783887
2016-02-18,569.7454833984375,582.8903198242188,568.3433837890625,580.1715087890625,580.1715087890625,105427371
2016-02-19,580.6619262695312,581.6410522460938,574.2890014648438,579.1264038085938,579.1264038085938,76675462
2016-02-20,580.2494506835938,608.3026123046875,580.2494506835938,601.6688232421875,601.6688232421875,129361322
2016-02-21,602.5070190429688,616.6456909179688,590.5386962890625,605.0147094726562,605.0147094726562,123844787
2016-02-22,605.278076171875,604.9601440429688,595.866943359375,599.8460693359375,599.8460693359375,117003340
2016-02-23,600.5408325195312,603.4851684570312,574.8799438476562,580.279052734375,580.279052734375,117569761
2016-02-24,580.58251953125,583.7694702148438,571.10888671875,582.3157958984375,582.3157958984375,92829187
2016-02-25,582.4281616210938,586.060546875,576.4730834960938,574.91748046875,574.91748046875,95874652
